id,title,author,text,label
8614,Government hiding evidence of UFO crash,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8615,Cure for cancer found using secret ancient herb,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8616,New species of bird discovered in the Amazon rainforest,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8617,Scientists confirm Earth is flat again,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8618,Celebrity claims to be time traveler from 3020,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8619,Government announces new healthcare reform,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8620,Government announces new healthcare reform,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8621,Stock markets hit record highs amid tech boom,James Lewis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8622,Aliens spotted in downtown New York,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8623,Stock markets hit record highs amid tech boom,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8624,Local schools adopt AI-based learning programs,John Smith,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8625,Government announces new healthcare reform,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
8626,Celebrity claims to be time traveler from 3020,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8627,Scientists confirm Earth is flat again,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8628,Celebrity claims to be time traveler from 3020,Michael Brown,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8629,New species of bird discovered in the Amazon rainforest,John Smith,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8630,Stock markets hit record highs amid tech boom,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8631,NASA discovers new exoplanet similar to Earth,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8632,Government hiding evidence of UFO crash,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8633,Government announces new healthcare reform,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8634,Aliens spotted in downtown New York,Olivia Walker,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8635,NASA discovers new exoplanet similar to Earth,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8636,New species of bird discovered in the Amazon rainforest,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8637,New species of bird discovered in the Amazon rainforest,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
8638,Aliens spotted in downtown New York,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8639,NASA discovers new exoplanet similar to Earth,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8640,Government announces new healthcare reform,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8641,Government hiding evidence of UFO crash,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8642,Scientists confirm Earth is flat again,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8643,Celebrity claims to be time traveler from 3020,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8644,Celebrity claims to be time traveler from 3020,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8645,NASA discovers new exoplanet similar to Earth,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8646,Stock markets hit record highs amid tech boom,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
8647,New species of bird discovered in the Amazon rainforest,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8648,Celebrity claims to be time traveler from 3020,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8649,New species of bird discovered in the Amazon rainforest,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
8650,Celebrity claims to be time traveler from 3020,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8651,Government announces new healthcare reform,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8652,Celebrity claims to be time traveler from 3020,John Smith,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8653,Local schools adopt AI-based learning programs,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8654,Scientists confirm Earth is flat again,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8655,Government announces new healthcare reform,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8656,Local schools adopt AI-based learning programs,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8657,Government hiding evidence of UFO crash,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
